2017-11-23 15:22:30,410 [ INFO] try to get all stations at com.tsystems.jschool.railway.services.implementations.StationServiceImpl.getAllStations(StationServiceImpl.java:50)
2017-11-23 15:22:36,206 [ INFO] try to get all stations at com.tsystems.jschool.railway.services.implementations.StationServiceImpl.getAllStations(StationServiceImpl.java:50)
2017-11-23 15:22:37,074 [ INFO] try to get first ten boards by station null at com.tsystems.jschool.railway.services.implementations.BoardServiceImpl.getFirstTenBoardByStationDtos(BoardServiceImpl.java:301)
2017-11-23 15:22:37,074 [ INFO] try to get all boards by station null at com.tsystems.jschool.railway.services.implementations.BoardServiceImpl.getAllBoardByStationDto(BoardServiceImpl.java:265)
2017-11-23 15:22:46,265 [ INFO] try to get first ten boards by station Saint-Petersburg at com.tsystems.jschool.railway.services.implementations.BoardServiceImpl.getFirstTenBoardByStationDtos(BoardServiceImpl.java:301)
2017-11-23 15:22:46,265 [ INFO] try to get all boards by station Saint-Petersburg at com.tsystems.jschool.railway.services.implementations.BoardServiceImpl.getAllBoardByStationDto(BoardServiceImpl.java:265)
2017-11-23 15:22:59,102 [ INFO] try to get search trips page at com.tsystems.jschool.railway.controllers.BoardController.searchTrips(BoardController.java:40)
2017-11-23 15:22:59,106 [ INFO] try to get all stations at com.tsystems.jschool.railway.services.implementations.StationServiceImpl.getAllStations(StationServiceImpl.java:50)
2017-11-23 15:23:15,556 [ INFO] try to find user by email (manager@mail.ru) at com.tsystems.jschool.railway.services.implementations.UserServiceImpl.findUserByEmail(UserServiceImpl.java:45)
2017-11-23 15:23:23,577 [ INFO] try to find user by email (manager@mail.ru) at com.tsystems.jschool.railway.services.implementations.UserServiceImpl.findUserByEmail(UserServiceImpl.java:45)
2017-11-23 15:23:23,821 [ INFO] try to add get all trips page at com.tsystems.jschool.railway.controllers.ManagerBoardController.getAllTrainsAndRoutes(ManagerBoardController.java:117)
2017-11-23 15:23:23,829 [ INFO] try to get all trips at com.tsystems.jschool.railway.services.implementations.BoardServiceImpl.getAllBoardsDto(BoardServiceImpl.java:160)
2017-11-23 15:23:23,829 [ INFO] try to get all boards at com.tsystems.jschool.railway.services.implementations.BoardServiceImpl.getAllBoards(BoardServiceImpl.java:68)
2017-11-23 15:23:23,965 [ INFO] try to construct trip with board id (27) at com.tsystems.jschool.railway.services.implementations.BoardServiceImpl.constructBoardDto(BoardServiceImpl.java:137)
2017-11-23 15:23:23,965 [ INFO] try to construct trip with board id (22) at com.tsystems.jschool.railway.services.implementations.BoardServiceImpl.constructBoardDto(BoardServiceImpl.java:137)
2017-11-23 15:23:23,965 [ INFO] try to construct trip with board id (30) at com.tsystems.jschool.railway.services.implementations.BoardServiceImpl.constructBoardDto(BoardServiceImpl.java:137)
2017-11-23 15:23:23,969 [ INFO] try to construct trip with board id (19) at com.tsystems.jschool.railway.services.implementations.BoardServiceImpl.constructBoardDto(BoardServiceImpl.java:137)
2017-11-23 15:23:23,969 [ INFO] try to construct trip with board id (23) at com.tsystems.jschool.railway.services.implementations.BoardServiceImpl.constructBoardDto(BoardServiceImpl.java:137)
2017-11-23 15:23:23,969 [ INFO] try to construct trip with board id (31) at com.tsystems.jschool.railway.services.implementations.BoardServiceImpl.constructBoardDto(BoardServiceImpl.java:137)
